Campaign_ID,Previous_Sales,During_Campaign_Sales,Foot_Traffic_Before_Campaign,Foot_Traffic_During_Campaign,Campaign_Duration_Days,Campaign_Success,Promotion_Type_Discount,Promotion_Type_Happy Hour,Promotion_Type_Loyalty Program,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday
162,0.6807563959955506,0.35412026726057905,0.6140350877192982,0.23679417122040075,0.14285714285714285,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
163,0.5127919911012235,0.6815144766146992,0.3107769423558897,0.8652094717668488,0.5714285714285714,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
164,0.71412680756396,0.36525612472160357,0.6691729323308271,0.5027322404371584,0.5714285714285714,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
165,0.8542825361512792,0.8730512249443205,0.3258145363408521,0.28233151183970856,0.7142857142857143,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
166,0.004449388209121247,0.8641425389755011,0.5914786967418546,0.39526411657559196,0.4285714285714285,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
167,0.24137931034482757,0.611358574610245,0.042606516290726815,0.3442622950819672,0.14285714285714285,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
168,0.5583982202447163,0.46547884187082406,0.09774436090225563,0.7577413479052824,0.8571428571428571,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
169,0.8520578420467185,0.6737193763919822,0.05012531328320802,0.9927140255009106,0.5714285714285714,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
170,0.4416017797552837,0.10467706013363032,0.9974937343358394,0.07285974499089248,0.8571428571428571,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
171,0.967741935483871,0.908685968819599,0.5614035087719298,0.5573770491803278,0.14285714285714285,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
172,0.8832035595105673,0.645879732739421,0.887218045112782,0.6138433515482695,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
173,0.4360400444938821,0.3530066815144766,0.7042606516290726,0.570127504553734,0.9999999999999999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
174,0.22914349276974416,0.26169265033407574,0.017543859649122806,0.13479052823315113,0.4285714285714285,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
175,0.015572858731924377,0.37082405345211583,0.24812030075187969,0.5063752276867031,0.9999999999999999,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
176,0.9532814238042269,0.9844097995545655,0.5989974937343359,0.31876138433515483,0.8571428571428571,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
177,0.6151279199110122,0.4175946547884187,0.21553884711779447,0.49544626593806923,0.9999999999999999,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
178,0.9911012235817576,0.5100222717149221,0.744360902255639,0.5245901639344261,0.7142857142857143,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
179,0.5116796440489433,0.15144766146993316,0.03258145363408521,0.4936247723132969,0.4285714285714285,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
180,0.7675194660734149,0.653674832962138,0.8345864661654134,0.11839708561020035,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.6384872080088988,0.6080178173719377,0.002506265664160401,0.877959927140255,0.9999999999999999,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
182,0.9599555061179088,0.5701559020044544,0.9373433583959898,0.4499089253187613,0.8571428571428571,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
183,0.8253615127919911,0.3285077951002227,0.731829573934837,0.28233151183970856,0.5714285714285714,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
184,0.26696329254727474,0.3552338530066815,0.8120300751879699,0.08378870673952638,0.5714285714285714,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
185,0.6262513904338154,0.6358574610244989,0.10025062656641603,0.825136612021858,0.5714285714285714,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
186,0.10567296996662959,0.9253897550111359,0.794486215538847,0.36429872495446264,0.2857142857142857,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
187,1.0,0.3875278396436525,0.7894736842105263,0.2240437158469945,0.14285714285714285,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
188,0.8153503893214683,0.9342984409799553,0.9523809523809523,0.0,0.4285714285714285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
189,0.5383759733036707,0.866369710467706,0.2756892230576441,0.34608378870673945,0.5714285714285714,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0.4516129032258065,0.9710467706013362,0.03258145363408521,0.9380692167577414,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
191,0.25583982202447164,0.25389755011135856,0.5764411027568922,0.8032786885245902,0.5714285714285714,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
192,0.8320355951056729,0.299554565701559,0.20802005012531327,0.2586520947176684,0.7142857142857143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.7274749721913237,0.9209354120267259,0.32330827067669166,0.34608378870673945,0.14285714285714285,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
194,0.18909899888765297,0.8875278396436526,0.5764411027568922,0.9690346083788706,0.8571428571428571,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
195,0.6006674082313682,0.32293986636971045,0.8145363408521302,0.4116575591985428,0.14285714285714285,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
196,0.038932146829810915,0.8062360801781736,0.3609022556390977,0.5683060109289617,0.9999999999999999,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
197,0.5828698553948832,0.18262806236080176,0.9473684210526316,0.5482695810564662,0.8571428571428571,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
198,0.1768631813125695,0.004454342984409804,0.8621553884711779,0.8360655737704916,0.8571428571428571,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
199,0.932146829810901,0.9465478841870822,0.06766917293233082,0.7285974499089252,0.9999999999999999,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200,0.7764182424916574,0.4209354120267261,0.16290726817042606,0.7140255009107468,0.4285714285714285,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
201,0.26918798665183535,0.08574610244988862,0.40601503759398494,0.37522768670309653,0.9999999999999999,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
202,0.09454949944382648,0.45545657015590196,0.5714285714285714,0.3806921675774135,0.2857142857142857,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
203,0.8843159065628476,0.6380846325167038,0.6516290726817042,0.20765027322404367,0.8571428571428571,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
204,0.6418242491657397,0.14587973273942095,0.4085213032581454,0.45537340619307826,0.8571428571428571,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
205,0.7575083426028921,0.6681514476614698,0.7518796992481203,0.3970856102003643,0.9999999999999999,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.6184649610678532,0.8329621380846324,0.756892230576441,0.7395264116575591,0.4285714285714285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
207,0.6373748609566184,0.04565701559020047,0.7167919799498746,0.8051001821493624,0.5714285714285714,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
208,0.7174638487208009,0.09799554565701557,0.987468671679198,0.6429872495446265,0.7142857142857143,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
209,0.8843159065628476,0.4465478841870824,0.022556390977443608,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.030033370411568422,0.3285077951002227,0.48621553884711777,0.2568306010928962,0.4285714285714285,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
211,0.6885428253615128,0.9342984409799553,0.29323308270676685,0.9107468123861566,0.2857142857142857,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.6173526140155728,0.3273942093541203,0.6741854636591478,0.994535519125683,0.4285714285714285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,0.3770856507230256,0.6848552338530067,0.19799498746867167,0.9854280510018214,0.14285714285714285,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
214,0.8865406006674083,0.5846325167037862,0.23057644110275688,0.9216757741347905,0.5714285714285714,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
215,0.3670745272525028,0.8897550111358574,0.6641604010025062,0.5100182149362478,0.5714285714285714,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
216,0.710789766407119,0.7683741648106903,0.8295739348370927,0.7704918032786885,0.8571428571428571,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
217,0.5617352614015573,0.7082405345211582,0.8746867167919798,0.4899817850637523,0.5714285714285714,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
218,0.38598442714126807,0.46881959910913135,0.9022556390977443,0.27868852459016386,0.5714285714285714,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,0.525027808676307,0.9621380846325167,0.6416040100250626,0.14936247723132967,0.9999999999999999,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
220,0.25583982202447164,0.024498886414253906,0.3308270676691729,0.774134790528233,0.5714285714285714,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
221,0.21023359288097887,0.6391982182628062,0.6892230576441103,0.4990892531876138,0.5714285714285714,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
222,0.24916573971078976,0.1581291759465479,0.6591478696741855,0.5154826958105647,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
223,0.42714126807563957,0.7394209354120267,0.42606516290726815,0.3132969034608379,0.2857142857142857,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
224,0.41824249165739713,0.16035634743875277,0.0,0.5938069216757742,0.8571428571428571,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
225,0.3136818687430478,0.24944320712694878,0.7819548872180451,0.1129326047358834,0.9999999999999999,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,0.7030033370411568,0.5590200445434299,0.15789473684210525,0.13114754098360654,0.5714285714285714,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
227,0.6974416017797553,0.9131403118040089,0.9348370927318295,0.6812386156648451,0.8571428571428571,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
228,0.8275862068965517,0.6848552338530067,0.7092731829573935,0.9234972677595628,0.2857142857142857,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
229,0.28698553948832034,0.11469933184855235,0.3007518796992481,0.7231329690346084,0.9999999999999999,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
230,0.39822024471635153,0.04231625835189312,0.2656641604010025,0.21675774134790526,0.7142857142857143,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
231,0.7886540600667408,0.21937639198218262,0.43609022556390975,0.7941712204007285,0.5714285714285714,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0.5061179087875417,0.7182628062360801,0.5087719298245614,0.8451730418943533,0.8571428571428571,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
233,0.4560622914349277,0.6436525612472159,0.41102756892230574,0.5191256830601092,0.4285714285714285,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
234,0.7208008898776418,0.43429844097995546,0.7619047619047619,0.48087431693989063,0.9999999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,0.3526140155728587,0.19821826280623606,0.29824561403508776,0.5810564663023678,0.9999999999999999,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
236,0.7519466073414905,0.6158129175946547,0.10776942355889724,0.6830601092896174,0.8571428571428571,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
237,0.24916573971078976,0.4977728285077951,0.7794486215538847,0.16029143897996356,0.5714285714285714,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
238,0.9098998887652947,0.5556792873051224,0.3884711779448622,0.36794171220400723,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
239,0.25917686318131256,0.015590200445434299,0.9172932330827066,0.6065573770491803,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
240,0.7597330367074527,0.6926503340757237,0.5162907268170426,0.40255009107468126,0.4285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
241,0.7374860956618465,0.7438752783964364,0.9749373433583959,0.07285974499089248,0.4285714285714285,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
242,0.9187986651835374,0.3207126948775056,0.26817042606516295,0.12204007285974494,0.14285714285714285,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
243,0.41490545050055616,0.5311804008908685,0.6265664160401002,0.9344262295081966,0.5714285714285714,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,0.746384872080089,0.2561247216035635,0.9248120300751879,0.22950819672131145,0.9999999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
245,0.675194660734149,0.4665924276169265,0.8345864661654134,0.46265938069216755,0.9999999999999999,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
246,0.5239154616240267,0.1737193763919822,0.32330827067669166,0.027322404371584674,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
247,0.25806451612903225,0.611358574610245,0.731829573934837,0.8670309653916211,0.4285714285714285,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
248,0.7686318131256952,0.48997772828507796,0.047619047619047616,0.1111111111111111,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
249,0.12458286985539488,0.10690423162583518,0.7042606516290726,0.7850637522768669,0.4285714285714285,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
250,0.9221357063403781,0.4565701559020044,0.7117794486215538,0.4863387978142076,0.5714285714285714,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
251,0.5517241379310345,0.3207126948775056,0.0,0.06193078324225865,0.7142857142857143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
252,0.4905450500556173,0.28173719376391987,0.2957393483709273,0.8979963570127503,0.4285714285714285,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
253,0.6262513904338154,0.2171492204899777,0.08521303258145363,0.8524590163934425,0.7142857142857143,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
254,0.29699666295884314,0.6648106904231625,0.4937343358395989,0.5901639344262295,0.4285714285714285,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
255,0.5661846496106785,0.9276169265033407,0.6115288220551378,0.5519125683060109,0.9999999999999999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
256,0.896551724137931,0.5801781737193763,0.14536340852130325,0.5009107468123861,0.2857142857142857,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
257,0.42825361512791993,0.5746102449888641,0.8120300751879699,0.36429872495446264,0.5714285714285714,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
258,0.4293659621802002,0.7060133630289531,0.40100250626566414,0.8087431693989071,0.14285714285714285,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
259,0.12458286985539488,0.9365256124721604,0.44611528822055135,0.5883424408014573,0.7142857142857143,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
260,0.6807563959955506,0.9621380846325167,0.5137844611528821,0.06193078324225865,0.14285714285714285,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
261,0.6941045606229144,0.13028953229398665,0.02756892230576441,0.8761384335154827,0.5714285714285714,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262,0.08898776418242493,0.896436525612472,0.6892230576441103,0.872495446265938,0.8571428571428571,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
263,0.7764182424916574,0.17594654788418707,0.45112781954887216,0.11657559198542805,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
264,0.12458286985539488,0.9064587973273941,0.6040100250626566,0.012750455373406189,0.5714285714285714,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
265,0.0011123470522803186,0.25278396436525613,0.5388471177944862,0.5464480874316939,0.9999999999999999,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
266,0.7130144605116796,0.9755011135857461,0.6265664160401002,0.6229508196721312,0.14285714285714285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,0.24360400444938823,0.23942093541202675,0.7468671679197995,0.7832422586520946,0.7142857142857143,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
268,0.628476084538376,0.7739420935412027,0.31328320802005005,0.7704918032786885,0.2857142857142857,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
269,0.9499443826473859,0.015590200445434299,0.5413533834586466,0.6029143897996356,0.14285714285714285,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
270,0.8175750834260289,0.1737193763919822,0.7644110275689222,0.7959927140255008,0.7142857142857143,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
271,0.24916573971078976,0.7204899777282852,0.7117794486215538,0.3151183970856101,0.4285714285714285,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
272,0.42714126807563957,0.289532293986637,0.46115288220551376,0.9581056466302367,0.5714285714285714,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
273,0.44716351501668516,0.1737193763919822,0.09523809523809523,0.04553734061930781,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
274,0.7085650723025584,0.05122494432071267,0.556390977443609,0.7377049180327868,0.8571428571428571,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
275,0.1434927697441602,0.3596881959910913,0.4586466165413534,0.42076502732240434,0.9999999999999999,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
276,0.05784204671857621,0.9387527839643652,0.4436090225563909,0.9690346083788706,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
277,0.7597330367074527,0.7616926503340757,0.7343358395989974,1.0,0.9999999999999999,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
278,0.8109010011123471,0.14365256124721604,0.849624060150376,0.9180327868852458,0.5714285714285714,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
279,0.746384872080089,0.4565701559020044,0.37593984962406013,0.3242258652094718,0.9999999999999999,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,0.7886540600667408,0.10467706013363032,0.9598997493734336,0.238615664845173,0.2857142857142857,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,0.4616240266963293,0.6971046770601337,0.31328320802005005,0.8269581056466302,0.14285714285714285,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
282,0.27363737486095663,0.8396436525612472,0.7518796992481203,0.6320582877959926,0.2857142857142857,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
283,0.92880978865406,0.3240534521158129,0.7694235588972431,0.9817850637522767,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
284,0.48720800889877647,0.8830734966592426,0.8395989974937343,0.7377049180327868,0.8571428571428571,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
285,0.22469410456062294,0.9020044543429844,0.5839598997493733,0.13661202185792348,0.7142857142857143,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
286,0.203559510567297,0.3140311804008909,0.949874686716792,0.8943533697632058,0.8571428571428571,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
287,0.135706340378198,0.07572383073496658,0.9373433583959898,0.3515482695810564,0.5714285714285714,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
288,0.44493882091212456,0.7338530066815145,0.017543859649122806,0.29326047358834245,0.5714285714285714,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
289,0.8520578420467185,0.011135857461024495,0.8521303258145363,0.6302367941712204,0.2857142857142857,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
290,0.3259176863181313,0.28173719376391987,0.3208020050125313,0.6557377049180328,0.7142857142857143,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
291,0.3103448275862069,0.9365256124721604,0.6591478696741855,0.15664845173041891,0.2857142857142857,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,0.9299221357063403,0.9699331848552337,0.39097744360902253,0.4754098360655738,0.14285714285714285,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,0.9822024471635151,0.611358574610245,0.8796992481203008,0.38797814207650266,0.4285714285714285,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
294,0.6774193548387096,0.1481069042316258,0.894736842105263,0.4754098360655738,0.7142857142857143,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
295,0.21913236929922136,0.7917594654788418,0.010025062656641603,0.5136612021857923,0.4285714285714285,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
296,0.5672969966629589,0.024498886414253906,0.21303258145363407,0.848816029143898,0.8571428571428571,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
297,0.8353726362625139,0.9064587973273941,0.43609022556390975,0.6903460837887068,0.14285714285714285,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
298,0.15906562847608452,0.3841870824053452,0.7243107769423558,0.6575591985428051,0.9999999999999999,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
299,0.6763070077864294,0.3351893095768374,0.48120300751879697,0.8160291438979963,0.9999999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.22246941045606228,0.40311804008908686,0.7769423558897242,0.8014571948998177,0.4285714285714285,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
301,0.13681868743047831,0.4398663697104677,0.2957393483709273,0.1675774134790528,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,0.20689655172413796,0.2416481069042316,0.5438596491228069,0.7704918032786885,0.8571428571428571,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
303,0.3615127919911012,0.155902004454343,0.28320802005012524,0.2568306010928962,0.4285714285714285,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
304,0.5150166852057843,0.6848552338530067,0.3609022556390977,0.5282331511839709,0.14285714285714285,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
305,0.3870967741935484,0.232739420935412,0.06265664160401002,0.7850637522768669,0.4285714285714285,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
306,0.8565072302558399,0.6926503340757237,0.33834586466165417,0.08743169398907102,0.5714285714285714,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
307,0.7330367074527252,0.6848552338530067,0.756892230576441,0.5482695810564662,0.2857142857142857,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
308,0.8487208008898777,0.9209354120267259,0.5789473684210527,0.3442622950819672,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
309,0.44716351501668516,0.7594654788418709,0.9223057644110275,0.2459016393442623,0.5714285714285714,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
310,0.38375973303670746,0.5111358574610245,0.18796992481203006,0.7340619307832421,0.5714285714285714,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
311,0.5672969966629589,0.39532293986636974,0.8195488721804511,0.6193078324225865,0.14285714285714285,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
312,0.1624026696329255,0.3596881959910913,0.8621553884711779,0.5774134790528234,0.2857142857142857,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
313,0.1635150166852058,0.14699331848552338,0.7543859649122806,0.6593806921675773,0.2857142857142857,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
314,0.9599555061179088,0.987750556792873,0.7218045112781954,0.6939890710382512,0.7142857142857143,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
315,0.7897664071190211,0.8953229398663696,0.0,0.4225865209471767,0.8571428571428571,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
316,0.9110122358175752,0.9342984409799553,0.3659147869674185,0.6247723132969034,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
317,0.542825361512792,0.1403118040089087,0.7167919799498746,0.9981785063752275,0.8571428571428571,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
318,0.710789766407119,0.11692650334075722,0.35338345864661647,0.9617486338797814,0.14285714285714285,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
319,0.6117908787541713,0.6714922048997773,0.13032581453634084,0.33151183970856096,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
320,0.37486095661846497,0.888641425389755,0.7593984962406015,0.07285974499089248,0.7142857142857143,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
321,0.9688542825361512,0.41982182628062364,0.17042606516290726,0.721311475409836,0.4285714285714285,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
322,0.7119021134593994,0.055679287305122505,0.9022556390977443,0.8979963570127503,0.5714285714285714,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
323,0.8654060066740823,0.031180400890868598,0.22305764411027568,0.6047358834244081,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
324,0.525027808676307,0.5133630289532294,0.5488721804511278,0.22950819672131145,0.8571428571428571,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
325,0.1668520578420467,0.3285077951002227,0.4786967418546366,0.0,0.5714285714285714,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
